particle,time,energy,r,potential,impact parameter,v0,v,energy error
0,33424.74051075017,970335.9432,1975384821428572.0,-67199.99999999999,1685668555723581.8,1393.08,1440.5109810063927,0.0
0,38376.73686501157,970335.942817833,1857134315991448.0,-71348.16891386661,1685668555723581.8,1393.08,1443.3877592190531,0.0
0,44062.38941279583,970335.9414712554,1746443469507404.8,-75477.83148612294,1685668555723581.8,1393.08,1446.2460184611596,0.0
0,50590.39197610749,970335.9389048184,1659169289439467.2,-78922.80632866446,1685668555723581.8,1393.08,1448.626069925212,1.1641532182693481e-10
0,58085.54176031472,970335.93512369,1619937415868078.8,-80530.87841604388,1685668555723581.8,1393.08,1449.7357093896348,1.1641532182693481e-10
0,66691.12512871357,970335.9307641566,1660467932667290.8,-78870.23625252864,1685668555723581.8,1393.08,1448.5897742402335,0.0
0,76571.65683823434,970335.9273222684,1810831593936886.5,-73044.87399096029,1685668555723581.8,1393.08,1444.5627721308815,1.1641532182693481e-10
0,87916.0251028354,970335.8276607126,2088638629471259.5,-63556.16434883459,1685668555723581.8,1393.08,1437.979131983178,2.3283064365386963e-10
0,100941.10260943102,970335.8276607124,2497947862234644.5,-53141.965854021706,1685668555723581.8,1393.08,1430.7185561910728,1.1641532182693481e-10
0,115895.8925189068,970335.8276607126,3037423768921152.0,-43703.43755068111,1685668555723581.8,1393.08,1424.1062216080609,0.0
0,133066.28871219646,970335.8276607124,3707363602576829.5,-35805.999688763746,1685668555723581.8,1393.08,1418.5498421623938,0.0
0,152780.5412840577,970335.8276607126,4512625813257088.0,-29416.5449326692,1685668555723581.8,1393.08,1414.0384525134964,0.0
0,175415.53176954575,970335.8276607128,5462995262178724.0,-24299.098503530277,1685668555723581.8,1393.08,1410.4147802432042,0.0
0,201403.9780680049,970335.8276607126,6572832735369576.0,-20196.141503140807,1685668555723581.8,1393.08,1407.502731197246,0.0
0,231242.70680265783,970335.8276607124,7860778368667114.0,-16887.113943973032,1685668555723581.8,1393.08,1405.149772518706,0.0
0,265502.15126021486,970335.8276607126,9349684356948518.0,-14197.897483174997,1685668555723581.8,1393.08,1403.2346383580243,0.0
0,304837.256484628,970335.8276607124,1.106676936222425e+16,-11994.996521127474,1685668555723581.8,1393.08,1401.663885660068,-1.1641532182693481e-10
1,44062.38941279583,970335.9432,1975384821428572.0,-67199.99999999999,1568392055521923.5,1393.08,1440.5109810063927,0.0
1,50590.39197610749,970335.9423768108,1799004757834986.8,-73485.20283241826,1568392055521923.5,1393.08,1444.8675684707086,1.1641532182693481e-10
1,58085.54176031472,970335.9396080612,1638167770925477.5,-79778.84883261831,1568392055521923.5,1393.08,1449.216884003688,1.1641532182693481e-10
1,66691.12512871357,970335.934317494,1526242401496396.0,-84534.58691109177,1568392055521923.5,1393.08,1452.4947650360643,0.0
1,76571.65683823434,970335.9269606236,1514665622966927.5,-85046.26086725663,1568392055521923.5,1393.08,1452.8469897603673,0.0
1,87916.0251028354,970335.9199314852,1656354138086843.5,-79036.94057127748,1568392055521923.5,1393.08,1448.7048426113324,0.0
1,100941.10260943102,970335.9168679704,1975105753376308.8,-67209.49423363071,1568392055521923.5,1393.08,1440.5175535907929,-3.4924596548080444e-10
1,115895.8925189068,970335.9270915444,2463197787062855.0,-53891.67719182131,1568392055521923.5,1393.08,1431.2425400912073,1.1641532182693481e-10
1,133066.28871219646,970335.927091544,3106466580587719.0,-42732.10625523148,1568392055521923.5,1393.08,1423.4240642526563,3.4924596548080444e-10
1,152780.5412840577,970335.927091544,3898709257073576.0,-34048.668738032764,1568392055521923.5,1393.08,1417.3105487715643,4.656612873077393e-10
1,175415.53176954575,970335.927091544,4843241793754565.0,-27408.47260014518,1568392055521923.5,1393.08,1412.6177116910924,1.1641532182693481e-10
1,201403.9780680049,970335.927091544,5950965357196576.0,-22306.609437655152,1568392055521923.5,1393.08,1409.001445371295,1.1641532182693481e-10
1,231242.70680265783,970335.9270915438,7238704684990182.0,-18338.34446586213,1568392055521923.5,1393.08,1406.1822581425254,0.0
1,265502.15126021486,970335.927091544,8728354125035702.0,-15208.5786275837,1568392055521923.5,1393.08,1403.9547754248551,0.0
1,304837.256484628,970335.927091544,1.0446621641409232e+16,-12707.061149205438,1568392055521923.5,1393.08,1402.171878366379,-2.3283064365386963e-10
2,152780.5412840577,970335.9432,1975384821428572.0,-67199.99999999999,1314235316355284.2,1393.08,1440.5109810063927,0.0
2,175415.53176954575,970335.987670236,1350470905849055.8,-92756.80487483573,1314235316355284.2,1393.08,1458.144569338083,0.0
2,201403.9780680049,970336.0356765182,1422575862676230.2,-89261.28820278568,1314235316355284.2,1393.08,1455.7453924909423,0.0
2,231242.70680265783,970336.0666176588,2376176677969784.5,-55865.31558479003,1314235316355284.2,1393.08,1432.6209423308378,0.0
2,265502.15126021486,970336.066617659,3765070614780654.5,-35257.20327233053,1314235316355284.2,1393.08,1418.1630864537333,0.0
2,304837.256484628,970336.0666176588,5446670833332661.0,-24371.9262760692,1314235316355284.2,1393.08,1410.4665844278113,0.0
