particle,time,energy,r,potential,impact parameter,v0,v,energy error
0,87916.0251028354,902615.7004605,1975384821428572.0,-67199.99999999999,1215720471549462.0,1343.589,1392.7065020746477,-3.4924596548080444e-10
0,100941.10260943102,902615.6963568472,1549335193654223.0,-83525.45312642523,1215720471549462.0,1343.589,1404.3796847599815,0.0
0,115895.8925189068,902615.6858126192,1212714859110648.2,-99987.1549009745,1215720471549462.0,1343.589,1416.052852624925,-1.1641532182693481e-10
0,133066.28871219646,902615.7339582772,1211053427025534.5,-100079.24448071032,1215720471549462.0,1343.589,1416.1179177165916,-1.1641532182693481e-10
0,152780.5412840577,902615.7747384168,1691737015206715.8,-77616.55657370295,1215720471549462.0,1343.589,1400.1659411027822,-1.1641532182693481e-10
0,175415.53176954575,902615.7815601736,2504078694881147.5,-53011.85632518653,1215720471549462.0,1343.589,1382.48156435112,3.4924596548080444e-10
0,201403.9780680049,902615.7815601736,3538752477672888.5,-37512.05003388503,1215720471549462.0,1343.589,1371.2241476826891,0.0
0,231242.70680265783,902615.7815601736,4770592549526123.0,-27825.8641084714,1215720471549462.0,1343.589,1364.141961577786,0.0
0,265502.15126021486,902615.7815601736,6206412357824631.0,-21388.501495979857,1215720471549462.0,1343.589,1359.4147881026993,1.1641532182693481e-10
0,304837.256484628,902615.7815601736,7866482207776726.0,-16874.869413518634,1215720471549462.0,1343.589,1356.0904475540651,-1.1641532182693481e-10
