particle,time,energy,r,potential,impact parameter,v0,v,energy error
0,58085.54176031472,76217.4020205,1975384821428572.0,-67199.99999999999,1734328614996871.8,390.429,535.5696070922994,0.0
0,66691.12512871357,76217.40141429353,1864678442656460.8,-71075.74295703488,1734328614996871.8,390.429,542.7580388558578,0.0
0,76571.65683823434,76217.39911675635,1740793120396204.5,-75695.61017211688,1734328614996871.8,390.429,551.204153266053,0.0
0,87916.0251028354,76217.39413337155,1604487316740130.0,-81174.89039728125,1734328614996871.8,390.429,561.0566540567054,0.0
0,100941.10260943102,76217.38497225882,1459206598496993.0,-87552.97456055862,1734328614996871.8,390.429,572.3117324200465,0.0
0,115895.8925189068,76217.3698222643,1314144185718150.0,-94589.353600167,1734328614996871.8,390.429,584.4770712738547,0.0
0,133066.28871219646,76217.39914777863,1189977312859671.8,-101259.02803014536,1734328614996871.8,390.429,595.7791993313026,0.0
0,152780.5412840577,76217.48400186474,1125771253758377.0,-104986.23632344778,1734328614996871.8,390.429,602.0028576764607,0.0
0,175415.53176954575,76217.56440039723,1173645860509892.2,-102187.50587968848,1734328614996871.8,390.429,597.3358691391062,0.0
0,201403.9780680049,76217.60048091534,1366054261072483.8,-91985.75200637506,1734328614996871.8,390.429,580.0057801216991,0.0
0,231242.70680265783,76217.61664211957,1694438578441719.0,-77509.22612334875,1734328614996871.8,390.429,554.4850633975063,0.0
0,265502.15126021486,76217.62014798334,2132625417499842.0,-62245.27707056171,1734328614996871.8,390.429,526.2373936134624,0.0
0,304837.256484628,76217.6201479834,2663408368048797.0,-49840.59582918902,1734328614996871.8,390.429,502.1119715305988,0.0
1,175415.53176954575,76217.4020205,1975384821428572.0,-67199.99999999999,1032436873111849.2,390.429,535.5696070922994,0.0
1,201403.9780680049,76217.4308969487,1565891882189910.5,-82811.03454487672,1032436873111849.2,390.429,563.9653631949845,0.0
1,231242.70680265783,76196.3568663875,1098918187895293.8,-106694.19322313272,1032436873111849.2,390.429,604.7983963099113,0.0
1,265502.15126021486,74750.24057910449,659286232514475.8,-147935.49354352435,1032436873111849.2,390.429,667.3615723468483,0.0
1,304837.256484628,70136.31067667878,740345647233166.9,-140720.88677904807,1032436873111849.2,390.429,649.3954072146289,0.0
