particle,time,energy,r,potential,impact parameter,v0,v,energy error
0,44062.38941279583,635397.0085125,1975384821428572.0,-67199.99999999999,1445588690373361.5,1127.295,1185.4087974302367,0.0
0,50590.39197610749,635397.0077910707,1807281417267405.5,-73176.74500624498,1445588690373361.5,1127.295,1190.4400470391745,-2.3283064365386963e-10
0,58085.54176031472,635397.005083584,1636319240831164.5,-79854.7212044676,1445588690373361.5,1127.295,1196.036559882725,0.0
0,66691.12512871357,635396.9994297135,1479789749330002.0,-86611.66154714531,1445588690373361.5,1127.295,1201.672718319642,0.0
0,76571.65683823434,635396.9900488958,1371212958109800.8,-91732.61784464848,1445588690373361.5,1127.295,1205.926704152076,0.0
0,87916.0251028354,635396.9775506281,1362819768313307.2,-92145.22679239196,1445588690373361.5,1127.295,1206.2687962001007,0.0
0,100941.10260943102,635396.9652917809,1506384254994998.0,-85414.7016366956,1445588690373361.5,1127.295,1200.6761985885091,0.0
0,115895.8925189068,635396.958127553,1820482780106388.5,-72687.67631850127,1445588690373361.5,1127.295,1190.0291042206104,0.0
0,133066.28871219646,635396.9021133734,2292293233588035.0,-57909.63304996464,1445588690373361.5,1127.295,1177.5453580761448,0.0
0,152780.5412840577,635396.9021133734,2905966789819147.5,-45680.44633719349,1445588690373361.5,1127.295,1167.1138320237378,0.0
0,175415.53176954575,635396.9021133733,3655668462476160.0,-36312.33558583834,1445588690373361.5,1127.295,1159.0593062472788,0.0
0,201403.9780680049,635396.9021133733,4544974315301045.0,-29207.174956544797,1445588690373361.5,1127.295,1152.9128996328543,0.0
0,231242.70680265783,635396.9021133734,5584501053698371.0,-23770.406473840347,1445588690373361.5,1127.295,1148.1875357163688,0.0
0,265502.15126021486,635396.9021133733,6790252153387480.0,-19549.474305424217,1445588690373361.5,1127.295,1144.505462126588,0.0
0,304837.256484628,635396.9021133734,8182834925704602.0,-16222.47805378643,1445588690373361.5,1127.295,1141.5948319497245,0.0
1,87916.0251028354,635397.0085125,1975384821428572.0,-67199.99999999999,1721463388601824.5,1127.295,1185.4087974302367,0.0
1,100941.10260943102,635397.0062216632,1746963596473417.5,-75457.83882236748,1721463388601824.5,1127.295,1192.3546830067223,0.0
1,115895.8925189068,635396.9996452378,1624826476444980.0,-80328.40011701369,1721463388601824.5,1127.295,1196.4325302851405,-2.3283064365386963e-10
1,133066.28871219646,635396.9913560328,1707606684363174.8,-76989.10359194184,1721463388601824.5,1127.295,1193.6382156650102,0.0
1,152780.5412840577,635397.1962525429,2052855437785150.5,-64664.00777992485,1721463388601824.5,1127.295,1183.2676823377435,2.3283064365386963e-10
1,175415.53176954575,635397.1962525427,2642005523369718.5,-50244.35370244445,1721463388601824.5,1127.295,1171.0179759124,0.0
1,201403.9780680049,635397.1962525427,3437754507139007.0,-38614.11852543093,1721463388601824.5,1127.295,1161.0437672869818,0.0
1,231242.70680265783,635397.1962525429,4420970374815654.5,-30026.407947946325,1721463388601824.5,1127.295,1153.623512416845,0.0
1,265502.15126021486,635397.1962525429,5591173557536534.0,-23742.038882171222,1721463388601824.5,1127.295,1148.1630852232745,0.0
1,304837.256484628,635397.1962525427,6960256641136111.0,-19071.9777795912,1721463388601824.5,1127.295,1144.0884354210857,0.0
2,152780.5412840577,635397.0085125,1975384821428572.0,-67199.99999999999,1260610589843801.2,1127.295,1185.4087974302367,0.0
2,175415.53176954575,635397.0484903763,1390690558072747.5,-90784.69029441498,1260610589843801.2,1127.295,1205.1404389404508,0.0
2,201403.9780680049,635397.0392837963,1190395124893824.0,-101235.27899610413,1260610589843801.2,1127.295,1213.7811320661567,0.0
2,231242.70680265783,635396.9966116782,1772805030171241.2,-74471.02108603342,1260610589843801.2,1127.295,1191.52676654594,0.0
2,265502.15126021486,635397.1276473664,2843154774906810.0,-46689.635461140526,1260610589843801.2,1127.295,1167.978392872494,0.0
2,304837.256484628,635397.1276473664,4189944771574159.0,-31682.00709961327,1260610589843801.2,1127.295,1155.057690980827,0.0
