particle,time,energy,r,potential,impact parameter,v0,v,energy error
0,8395.915216568235,268791.12000000005,1975384821428572.0,-67199.99999999999,2045651912946171.5,733.2,819.7452287143855,0.0
0,9639.800461683571,268791.11999085505,1963455687108232.8,-67607.04392768997,2045651912946171.5,733.2,820.2416277153276,0.0
0,11067.97181058933,268791.11995814973,1950259383905392.0,-68060.21709767883,2045651912946171.5,733.2,820.7939291391336,0.0
0,12707.731916953566,268791.1198921252,1935782070286722.0,-68560.92226915184,2045651912946171.5,733.2,821.4037279697202,0.0
0,14590.428421461716,268791.1197801082,1920070373361628.8,-69108.57425438522,2045651912946171.5,733.2,822.070184393636,0.0
0,16752.05323129234,268791.1196059589,1903263479064251.2,-69699.38405777425,2045651912946171.5,733.2,822.7885556614569,0.0
0,19233.930585016875,268791.1193496414,1885638482671984.8,-70324.58344017509,2045651912946171.5,733.2,823.5480590588705,0.0
0,22083.507056806717,268791.11898715433,1867673688189705.2,-70967.8792679097,2045651912946171.5,733.2,824.3288157708233,0.0
0,25355.258602624624,268791.11849127326,1850135516930317.5,-71601.89557818712,2045651912946171.5,733.2,825.0975870398124,0.0
0,29111.731988593485,268791.1178338735,1834195022516680.8,-72183.39076590913,2045651912946171.5,733.2,825.8020448022427,0.0
0,33424.74051075017,268791.1169910855,1821578522977730.5,-72647.2240356132,2045651912946171.5,733.2,826.363528995198,0.0
0,38376.73686501157,268791.1159531432,1814751387680081.2,-72899.55897939547,2045651912946171.5,733.2,826.6688272005165,0.0
0,44062.38941279583,268791.11474129395,1817121418630110.5,-72811.8553728727,2045651912946171.5,733.2,826.5627261305299,0.0
0,50590.39197610749,268791.1134340231,1833225863062527.2,-72218.91161842944,2045651912946171.5,733.2,825.8450521162581,0.0
0,58085.54176031472,268791.1122030531,1868836367202034.0,-70926.06332449969,2045651912946171.5,733.2,824.2780787180413,0.0
0,66691.12512871357,268791.11135515204,1930894954896458.5,-68730.79437448598,2045651912946171.5,733.2,821.6104986301453,0.0
0,76571.65683823434,268791.123031463,2027217559318301.5,-65481.802577044975,2045651912946171.5,733.2,817.6465319543745,0.0
0,87916.0251028354,268791.12303146307,2166085241228988.0,-61283.7655108545,2045651912946171.5,733.2,812.4960166577034,0.0
0,100941.10260943102,268791.123031463,2355790182680692.5,-56348.76186169784,2045651912946171.5,733.2,806.399262019951,0.0
0,115895.8925189068,268791.123031463,2604239987672576.0,-50972.97508231403,2045651912946171.5,733.2,799.7050682767705,0.0
0,133066.28871219646,268791.123031463,2918931202699393.0,-45477.55694866607,2045651912946171.5,733.2,792.8034812992802,0.0
0,152780.5412840577,268791.1230314629,3307243471357715.5,-40137.91580500244,2045651912946171.5,733.2,786.03948862187,-5.820766091346741e-11
0,175415.53176954575,268791.123031463,3776918779018704.0,-35146.6017054487,2045651912946171.5,733.2,779.6636771543377,0.0
0,201403.9780680049,268791.123031463,4336577565511988.0,-30610.74268697594,2045651912946171.5,733.2,773.8240959267667,0.0
0,231242.70680265783,268791.1230314629,4996184287038190.0,-26569.448277636224,2045651912946171.5,733.2,768.5838552937463,-5.820766091346741e-11
0,265502.15126021486,268791.1230314629,5767442871331652.0,-23016.41524007851,2045651912946171.5,733.2,763.9470377867061,-5.820766091346741e-11
0,304837.256484628,268791.123031463,6664141815681219.0,-19919.423036232387,2045651912946171.5,733.2,759.8822883416817,0.0
1,175415.53176954575,268791.12000000005,1975384821428572.0,-67199.99999999999,1156798223089403.2,733.2,819.7452287143855,0.0
1,201403.9780680049,268791.15551016585,1433714757982167.8,-88737.15753013935,1156798223089403.2,733.2,845.6102093048607,0.0
1,231242.70680265783,268709.179813846,1006920270829799.0,-112741.96631644442,1156798223089403.2,733.2,873.4427813317716,0.0
1,265502.15126021486,268138.1811998626,1149772042288601.5,-103842.0358709061,1156798223089403.2,733.2,862.5314105245892,0.0
1,304837.256484628,268030.9156916768,1898081142834264.0,-69882.61627903723,1156798223089403.2,733.2,822.0870172563413,0.0
2,265502.15126021486,268791.12,1975384821428572.0,-67199.99999999999,1619200634196500.8,733.2,819.7452287143853,0.0
2,304837.256484628,268762.85208465793,1457186225344358.0,-87724.2553502564,1619200634196500.8,733.2,844.3780047288233,0.0
3,265502.15126021486,268791.12000000005,1975384821428572.0,-67199.99999999999,837300934951482.4,733.2,819.7452287143855,0.0
3,304837.256484628,268574.572569876,1072634800603139.2,-109627.56308934312,837300934951482.4,733.2,869.7150517948038,0.0
