particle,time,energy,r,potential,impact parameter,v0,v,energy error
0,100941.10260943102,121562.46396449998,1975384821428572.0,-67199.99999999999,2222906046929822.8,493.077,614.430572098264,0.0
0,115895.8925189068,121562.46287295393,1865416733483550.5,-71049.14834392212,2222906046929822.8,493.077,620.6635339970861,0.0
0,133066.28871219646,121562.45930132223,1780340211127586.2,-74186.06315382305,2222906046929822.8,493.077,625.6972470055231,0.0
0,152780.5412840577,121562.45358168925,1745918405116008.0,-75498.07237551505,2222906046929822.8,493.077,627.7906115213962,1.4551915228366852e-11
0,175415.53176954575,121562.47467483858,1794557466708123.8,-73651.54245573386,2222906046929822.8,493.077,624.8424075406093,0.0
0,201403.9780680049,121562.49182481786,1955440692853568.8,-67881.9215823839,2222906046929822.8,493.077,615.5394599978165,0.0
0,231242.70680265783,121562.49230947484,2243609895274451.2,-59166.19474695345,2222906046929822.8,493.077,601.2132517774842,-1.4551915228366852e-11
0,265502.15126021486,121562.49230947484,2661464521446112.5,-49876.99776958599,2222906046929822.8,493.077,585.5586906178762,-1.4551915228366852e-11
0,304837.256484628,121562.49230947488,3206349535422556.5,-41400.93228560178,2222906046929822.8,493.077,570.900034323132,1.4551915228366852e-11
1,152780.5412840577,121562.46396449998,1975384821428572.0,-67199.99999999999,1957703885528960.0,493.077,614.430572098264,0.0
1,175415.53176954575,121562.47666171692,1735623568097828.0,-75895.46781048244,1957703885528960.0,493.077,628.4233357732658,0.0
1,201403.9780680049,121562.52670144534,1550405730440729.8,-83478.92528048076,1957703885528960.0,493.077,640.3771575906281,0.0
1,231242.70680265783,121562.53770017496,1507585589737016.2,-85360.99115007362,1957703885528960.0,493.077,643.3094571825422,0.0
1,265502.15126021486,121562.47606363943,1695987500480563.5,-77447.8466452995,1957703885528960.0,493.077,630.8887742049924,0.0
1,304837.256484628,121562.4566700173,2125410751411014.8,-62456.56747142776,1957703885528960.0,493.077,606.6613950820425,0.0
