particle,time,energy,r,potential,impact parameter,v0,v,energy error
0,58085.54176031472,1616713.0689645,1975384821428572.0,-67199.99999999999,1622298457593238.0,1798.173,1835.16379049092,-6.984919309616089e-10
0,66691.12512871357,1616713.0674298073,1725429605301233.0,-76291.32043513413,1622298457593238.0,1798.173,1840.111077008636,4.656612873077393e-10
0,76571.65683823434,1616713.0625522097,1587045313647958.5,-81909.40155935042,1622298457593238.0,1798.173,1843.1616663285724,2.3283064365386963e-10
0,87916.0251028354,1616713.0562724848,1670500886703747.0,-78465.42735936656,1622298457593238.0,1798.173,1841.292200402669,0.0
0,100941.10260943102,1616713.7029774075,2037755929242556.8,-65143.1597352006,1622298457593238.0,1798.173,1834.0429998844677,-6.984919309616089e-10
0,115895.8925189068,1616713.7029774075,2662887096354493.0,-49850.35234191108,1622298457593238.0,1798.173,1825.685654935876,-9.313225746154785e-10
0,133066.28871219646,1616713.7029774075,3502619927313221.0,-37899.01923553158,1622298457593238.0,1798.173,1819.1276602882708,-2.3283064365386963e-10
0,152780.5412840577,1616713.7029774075,4536703652581458.0,-29260.421258608207,1622298457593238.0,1798.173,1814.372687314277,-2.3283064365386963e-10
0,175415.53176954575,1616713.702977408,5765523779495214.0,-23024.076402581803,1622298457593238.0,1798.173,1810.9322347233149,0.0
0,201403.9780680049,1616713.7029774075,7202389425133345.0,-18430.808467086237,1622298457593238.0,1798.173,1808.3940452481556,-4.656612873077393e-10
0,231242.70680265783,1616713.7029774073,8869201544772995.0,-14967.058683905192,1622298457593238.0,1798.173,1806.477656469248,-4.656612873077393e-10
0,265502.15126021486,1616713.7029774073,1.0794616989286924e+16,-12297.41269484069,1622298457593238.0,1798.173,1804.9992330592545,-4.656612873077393e-10
0,304837.256484628,1616713.7029774075,1.301349754910203e+16,-10200.628962285382,1622298457593238.0,1798.173,1803.8372054815216,2.3283064365386963e-10
