particle,time,energy,r,potential,impact parameter,v0,v,energy error
0,133066.28871219646,3870.592128000004,1975384821428572.0,-67199.99999999999,6962421266469080.0,87.984,377.0161591444059,0.0
0,152780.5412840577,3870.5904751043854,1845348503485769.5,-71776.0150279742,6962421266469080.0,87.984,388.96427985890574,0.0
0,175415.53176954575,3870.609866098457,1707505374235518.0,-76993.0657511177,6962421266469080.0,87.984,402.1533926680618,0.0
0,201403.9780680049,3870.6601309044345,1572509083902486.0,-82527.65802579917,6962421266469080.0,87.984,415.688147910675,0.0
0,231242.70680265783,3870.668261421044,1462878737682959.0,-87383.92908442677,6962421266469080.0,87.984,427.2109487029746,2.9103830456733704e-11
0,265502.15126021486,3865.0066234669503,1417629343617574.8,-89501.3737520218,6962421266469080.0,87.984,432.1258621639967,0.0
0,304837.256484628,3778.0980822958654,1483620798009882.2,-86496.06289172012,6962421266469080.0,87.984,424.90978095124143,-9.094947017729282e-13
1,201403.9780680049,3870.592128000004,1975384821428572.0,-67199.99999999999,7400491335868846.0,87.984,377.0161591444059,0.0
1,231242.70680265783,3870.600677229581,1814165936844864.8,-72921.21020995741,7400491335868846.0,87.984,391.89746334261207,4.547473508864641e-13
1,265502.15126021486,3870.582951821139,1667192910015736.2,-78598.57263091438,7400491335868846.0,87.984,406.1259794269151,-4.547473508864641e-13
1,304837.256484628,3857.483829832287,1572885207752689.2,-82528.64681489472,7400491335868846.0,87.984,415.6588279941303,4.547473508864641e-13
