particle,time,energy,r,potential,impact parameter,v0,v,energy error
0,38376.73686501157,147190.01731200004,1975384821428572.0,-67199.99999999999,1353985131355791.0,542.568,654.8129768292623,0.0
0,44062.38941279583,147190.01696659753,1879309908587886.8,-70550.50242085691,1353985131355791.0,542.568,659.9098717059087,0.0
0,50590.39197610749,147190.01566304755,1770838830702077.2,-74545.63774395327,1353985131355791.0,542.568,665.9364134915597,0.0
0,58085.54176031472,147190.01284591458,1649456225734579.2,-79317.36719956376,1353985131355791.0,542.568,673.0637117620862,0.0
0,66691.12512871357,147190.0076672739,1515698209804919.2,-85000.45709964752,1353985131355791.0,542.568,681.4550091780402,0.0
0,76571.65683823434,147189.99884348395,1372446211442829.5,-91672.20585282298,1353985131355791.0,542.568,691.1761059184655,0.0
0,87916.0251028354,147189.9845110767,1227669558824490.2,-99163.50820335852,1353985131355791.0,542.568,701.9308979015459,0.0
0,100941.10260943102,147189.96542933717,1099834769147557.0,-106552.72806540751,1353985131355791.0,542.568,712.380086042198,0.0
0,115895.8925189068,147189.99816638796,1025424518007896.0,-111260.27915738864,1353985131355791.0,542.568,718.9579644510194,0.0
0,133066.28871219646,147190.07522813493,1056595781002048.2,-109247.87199437956,1353985131355791.0,542.568,716.1535411104444,0.0
0,152780.5412840577,147190.16438092128,1229759228967684.5,-99049.14056225609,1353985131355791.0,542.568,701.7682023904722,0.0
0,175415.53176954575,147190.2522961874,1539874409361727.5,-83937.00692660916,1353985131355791.0,542.568,679.8930198535598,0.0
0,201403.9780680049,147190.2900946521,1962882154497136.0,-67626.67618714432,1353985131355791.0,542.568,655.4646691955203,0.0
0,231242.70680265783,147190.31090966528,2481627724590909.0,-53491.44784473378,1353985131355791.0,542.568,633.5325702036148,2.9103830456733704e-11
0,265502.15126021486,147190.31090966522,3092914896649249.0,-42919.338047035184,1353985131355791.0,542.568,616.6192487373394,0.0
0,304837.256484628,147190.3109096653,3801412693760773.5,-34920.13908878525,1353985131355791.0,542.568,603.5071664834653,0.0
