particle,time,energy,r,potential,impact parameter,v0,v,energy error
0,29111.731988593485,14843.989602,1975384821428572.0,-67199.99999999999,4076442730104501.0,172.302,405.07774464169216,-1.8189894035458565e-12
0,33424.74051075017,14843.989532329217,1949255380907880.8,-68094.82162864562,4076442730104501.0,172.302,407.2807659612097,1.8189894035458565e-12
0,38376.73686501157,14843.98928002837,1919991558149620.5,-69111.33439934533,4076442730104501.0,172.302,409.76901708004647,0.0
0,44062.38941279583,14843.988762662106,1887441461875876.0,-70260.36267831858,4076442730104501.0,172.302,412.5635743518341,0.0
0,50590.39197610749,14843.987869110322,1851574902918634.0,-71549.6390308611,4076442730104501.0,172.302,415.6768622378961,0.0
0,58085.54176031472,14843.98645190784,1812572798237399.2,-72980.28470783404,4076442730104501.0,172.302,419.104452755496,-1.4551915228366852e-11
0,66691.12512871357,14843.984319712778,1770965761804754.8,-74540.82559387895,4076442730104501.0,172.302,422.8115653895757,0.0
0,76571.65683823434,14843.981232686274,1727844701877862.2,-76197.32902278872,4076442730104501.0,172.302,426.7114018993985,0.0
0,87916.0251028354,14843.976907151868,1685170404898795.2,-77877.88377714412,4076442730104501.0,172.302,430.6317700409388,-1.4551915228366852e-11
0,100941.10260943102,14843.971042195772,1646201966340305.0,-79450.09996677347,4076442730104501.0,172.302,434.2673623678603,0.0
0,115895.8925189068,14843.963389985656,1616023427048995.2,-80693.47063399866,4076442730104501.0,172.302,437.1211137064517,-1.4551915228366852e-11
0,133066.28871219646,14843.95389857258,1602036502989184.2,-81277.64095397451,4076442730104501.0,172.302,438.4554592032059,-1.8189894035458565e-12
0,152780.5412840577,14843.956349990343,1614083375639230.0,-80774.20148345969,4076442730104501.0,172.302,437.3057462084166,-1.8189894035458565e-12
0,175415.53176954575,14843.999819979144,1663679950466628.2,-78740.36442145321,4076442730104501.0,172.302,432.6300133865712,-2.9103830456733704e-11
0,201403.9780680049,14844.042465840756,1762047878402405.5,-74880.04459187339,4076442730104501.0,172.302,423.6132364733523,-1.8189894035458565e-12
0,231242.70680265783,14844.059635567652,1917517950254144.5,-69197.95690123657,4076442730104501.0,172.302,409.98052767614274,-1.8189894035458565e-12
0,265502.15126021486,14844.145499629434,2133973309902032.0,-62205.96077000335,4076442730104501.0,172.302,392.5559992399372,-7.275957614183426e-12
0,304837.256484628,14844.14549962942,2413498681675589.0,-55001.42221243735,4076442730104501.0,172.302,373.7527731323656,0.0
