particle,time,energy,r,potential,impact parameter,v0,v,energy error
0,66.69112512871358,53827.10172449998,1975384821428572.0,-67199.99999999999,2009709033442774.0,328.107,491.9900440547552,0.0
0,76.57165683823433,53827.10172449934,1975272128825420.0,-67203.83376387773,2009709033442774.0,328.107,491.9978363537325,0.0
0,87.91602510283539,53827.10172449703,1975142743090373.5,-67208.23569213609,2009709033442774.0,328.107,492.0067833203789,0.0
0,100.941102609431,53827.10172449199,1974994191931537.2,-67213.29001713115,2009709033442774.0,328.107,492.0170560897725,-2.9103830456733704e-11
0,115.8958925189068,53827.101724483146,1974823637051186.5,-67219.09346859403,2009709033442774.0,328.107,492.0288511725246,0.0
0,133.0662887121965,53827.10172446938,1974627820007985.5,-67225.75713089897,2009709033442774.0,328.107,492.0423942210028,0.0
0,152.7805412840577,53827.10172444847,1974403000086482.8,-67233.40857731631,2009709033442774.0,328.107,492.057944355672,-2.9103830456733704e-11
0,175.41553176954503,53827.10172441782,1974144882998720.0,-67242.19432286061,2009709033442774.0,328.107,492.07579913521135,0.0
0,201.40397806800488,53827.10172437372,1973848539071634.8,-67252.2826437013,2009709033442774.0,328.107,492.0963002666755,7.275957614183426e-12
0,231.2427068026588,53827.10172431141,1973508309378316.0,-67263.86681844207,2009709033442774.0,328.107,492.1198401665055,7.275957614183426e-12
0,265.5021512602149,53827.10172422463,1973117698047888.8,-67277.1688550914,2009709033442774.0,328.107,492.1468694999817,2.9103830456733704e-11
0,304.837256484628,53827.1017241049,1972669248734114.5,-67292.4437774159,2009709033442774.0,328.107,492.17790584608895,0.0
0,350.00000000000006,53827.10172394052,1972154402932632.0,-67309.98455583467,2009709033442774.0,328.107,492.2135436571716,0.0
0,401.8537675239096,53827.101723717,1971563337506688.5,-67330.12778134564,2009709033442774.0,328.107,492.2544657086671,-1.4551915228366852e-11
0,461.38985849474176,53827.10172341376,1970884778406258.5,-67353.2601965173,2009709033442774.0,328.107,492.30145626421023,7.275957614183426e-12
0,529.7464369526728,53827.101723004685,1970105787140475.2,-67379.82621570028,2009709033442774.0,328.107,492.3554162161821,0.0
0,608.2302900622819,53827.10172245426,1969211516082751.2,-67410.33658782874,2009709033442774.0,328.107,492.4173805021163,0.0
0,698.3418102391063,53827.10172171592,1968184928146224.0,-67445.37838001402,2009709033442774.0,328.107,492.4885381442495,-7.275957614183426e-12
0,801.8036784687198,53827.10172072775,1967006475758774.5,-67485.6264893236,2009709033442774.0,328.107,492.5702553140036,0.0
0,920.5937971633836,53827.10171940825,1965653733386842.5,-67531.85692448088,2009709033442774.0,328.107,492.6641018866488,0.0
0,1056.9831021407072,53827.1017176488,1964100977101868.8,-67584.96213976725,2009709033442774.0,328.107,492.771882025377,7.275957614183426e-12
0,1213.5789765838638,53827.10171530589,1962318703850653.2,-67645.96875136302,2009709033442774.0,328.107,492.8956694203529,1.4551915228366852e-11
0,1393.3750969372395,53827.10171219033,1960273082183161.2,-67716.05802325535,2009709033442774.0,328.107,493.0378479091553,0.0
0,1599.8086636520636,53827.10170805045,1957925325215800.0,-67796.58957747584,2009709033442774.0,328.107,493.2011583229024,-3.055902197957039e-10
