particle,time,energy,r,potential,impact parameter,v0,v,energy error
0,22083.507056806717,16799.444999999992,1975384821428572.0,-67199.99999999999,3330662569762448.0,183.3,409.876676574796,0.0
0,25355.258602624624,16799.44494406636,1947667065228373.2,-68149.60045018399,3330662569762448.0,183.3,412.18696096371207,0.0
0,29111.731988593485,16799.444739644634,1916053642125936.5,-69249.30310614016,3330662569762448.0,183.3,414.8463519082331,0.0
0,33424.74051075017,16799.44431533861,1880069005731873.5,-70523.3629064357,3330662569762448.0,183.3,417.9062268542413,0.0
0,38376.73686501157,16799.443571080017,1839221161315744.8,-71999.49977096241,3330662569762448.0,183.3,421.4236427682776,0.0
0,44062.38941279583,16799.442366983567,1793030896217330.5,-73708.72054484472,3330662569762448.0,183.3,425.4601342354611,0.0
0,50590.39197610749,16799.440508067215,1741085749470417.2,-75684.30626401104,3330662569762448.0,183.3,430.0784737046909,0.0
0,58085.54176031472,16799.437723637326,1683136632798043.0,-77959.02184565249,3330662569762448.0,183.3,435.33540992960775,0.0
0,66691.12512871357,16799.433640580377,1619267957236198.8,-80558.66000111506,3330662569762448.0,183.3,441.26657168132607,0.0
0,76571.65683823434,16799.427751821815,1550193529774480.2,-83488.21814626238,3330662569762448.0,183.3,447.8563294139856,1.4551915228366852e-11
0,87916.0251028354,16799.419387682676,1477762170835669.5,-86703.81832641155,3330662569762448.0,183.3,454.9796428722811,0.0
0,100941.10260943102,16799.407715141046,1405789079807605.2,-90059.15024208225,3330662569762448.0,183.3,462.2954855008284,-2.9103830456733704e-11
0,115895.8925189068,16799.39182899396,1341303267031861.2,-93214.6967801888,3330662569762448.0,183.3,469.0716120363345,0.0
0,133066.28871219646,16799.405018610225,1296026343584974.5,-95522.2588561786,3330662569762448.0,183.3,473.9655343477811,0.0
0,152780.5412840577,16799.47085613165,1287031339074830.8,-95990.2170681009,3330662569762448.0,183.3,474.9519721492533,0.0
0,175415.53176954575,16799.56477066138,1334331382572293.2,-93564.748161258,3330662569762448.0,183.3,469.8176517158958,0.0
0,201403.9780680049,16799.631276925953,1454280394760467.5,-87780.07239491765,3330662569762448.0,183.3,457.3394880651432,-2.9103830456733704e-11
0,231242.70680265783,16799.6533956473,1653134403368424.0,-79167.60359077927,3330662569762448.0,183.3,438.1033142682821,-1.4551915228366852e-11
0,265502.15126021486,16799.651569574446,1926926994294022.5,-68869.02038618537,3330662569762448.0,183.3,413.9291532515192,-2.9103830456733704e-11
0,304837.256484628,16799.71074310018,2267144882418255.5,-58551.99684389218,3330662569762448.0,183.3,388.2053775696374,0.0
1,44062.38941279583,16799.445000000007,1975384821428572.0,-67199.99999999999,3598551286736970.0,183.3,409.8766765747961,0.0
1,50590.39197610749,16799.444788962894,1926918118579823.5,-68869.34036458169,3598551286736970.0,183.3,413.92942672282817,0.0
1,58085.54176031472,16799.444066961718,1872639534383628.0,-70789.44692386288,3598551286736970.0,183.3,418.5424494381056,0.0
1,66691.12512871357,16799.442565869045,1812433485447899.5,-72985.45171890811,3598551286736970.0,183.3,423.7567563703903,0.0
1,76571.65683823434,16799.439934769907,1746613832843050.5,-75471.28679201065,3598551286736970.0,183.3,429.58288310122543,0.0
1,87916.0251028354,16799.435700365255,1676272947364576.5,-78233.63141172976,3598551286736970.0,183.3,435.965748911758,0.0
1,100941.10260943102,16799.429250957677,1603859087104523.0,-81201.21478205375,3598551286736970.0,183.3,442.720327143472,0.0
1,115895.8925189068,16799.419860208814,1534082038684797.2,-84190.32658200493,3598551286736970.0,183.3,449.4212866391928,0.0
1,133066.28871219646,16799.408956735715,1475170323865292.0,-86821.81863285374,3598551286736970.0,183.3,455.2388990180638,0.0
1,152780.5412840577,16799.44017550515,1440133347492194.5,-88437.12735943942,3598551286736970.0,183.3,458.7735117352452,-2.9103830456733704e-11
1,175415.53176954575,16799.518429768155,1446797001476256.8,-88126.82600489125,3598551286736970.0,183.3,458.0968116777488,-2.9103830456733704e-11
1,201403.9780680049,16799.585325070148,1514628009776912.2,-85047.82212581055,3598551286736970.0,183.3,451.3256195938376,0.0
1,231242.70680265783,16799.610655943383,1658251578438340.0,-78959.9122666719,3598551286736970.0,183.3,437.6288905513787,0.0
1,265502.15126021486,16799.60642287835,1882253097306111.2,-70445.3236400609,3598551286736970.0,183.3,417.71983448943206,0.0
1,304837.256484628,16799.603964426096,2182168651038646.0,-60832.08093783998,3598551286736970.0,183.3,394.0347317236542,0.0
