particle,time,energy,r,potential,impact parameter,v0,v,energy error
0,58085.54176031472,3401.887612499995,1975384821428572.0,-67199.99999999999,8008090333231750.0,82.485,375.7709079013435,0.0
0,66691.12512871357,3401.8873671196925,1929702677099610.8,-68772.30155780542,8008090333231750.0,82.485,379.9320700465416,1.4551915228366852e-11
0,76571.65683823434,3401.8864779210417,1879625048176044.5,-70539.23864196715,8008090333231750.0,82.485,384.5546128182269,0.0
0,87916.0251028354,3401.884658172072,1825746808309288.5,-72493.63772981877,8008090333231750.0,82.485,389.6037022103123,0.0
0,100941.10260943102,3401.881537581372,1769442714051672.8,-74598.65288299599,8008090333231750.0,82.485,394.9697062322055,0.0
0,115895.8925189068,3401.8766673810314,1713354665404872.0,-76763.27370568318,8008090333231750.0,82.485,400.41266306914974,0.0
0,133066.28871219646,3401.8695675411145,1662085800804401.2,-78804.82216284658,8008090333231750.0,82.485,405.47920225429,0.0
0,152780.5412840577,3401.869244716494,1623044457996901.2,-80402.15066598325,8008090333231750.0,82.485,409.3996089658605,0.0
0,175415.53176954575,3401.916946358513,1607108553884453.2,-81065.16933370905,8008090333231750.0,82.485,411.016024699932,0.0
0,201403.9780680049,3401.97183500971,1628309884713863.5,-80184.39705563925,8008090333231750.0,82.485,408.8676286786445,0.0
0,231242.70680265783,3401.9991037322907,1701530032957767.0,-77228.5731579827,8008090333231750.0,82.485,401.5733364199247,-2.9103830456733704e-11
0,265502.15126021486,3401.994408963801,1838313290718620.0,-72032.65312724459,8008090333231750.0,82.485,388.4189684765881,2.9103830456733704e-11
0,304837.256484628,3402.0520921814605,2043156233952237.5,-64970.97862321534,8008090333231750.0,82.485,369.7919163946037,3.637978807091713e-11
1,152780.5412840577,3401.887612499995,1975384821428572.0,-67199.99999999999,5829295413019722.0,82.485,375.7709079013435,0.0
1,175415.53176954575,3401.897627197264,1770436518504549.5,-74560.91576706452,5829295413019722.0,82.485,394.87419108941975,-4.547473508864641e-13
1,201403.9780680049,3401.9444253138354,1538126038829322.0,-84013.28649433213,5829295413019722.0,82.485,418.1273273050829,1.4551915228366852e-11
1,231242.70680265783,3401.660878740455,1289883115073522.0,-95842.02912024964,5829295413019722.0,82.485,445.51922517213575,0.0
1,265502.15126021486,3171.551549456796,1070564257355209.6,-108895.49674273732,5829295413019722.0,82.485,473.4280268260301,4.547473508864641e-13
1,304837.256484628,2042.5826052278132,994384959318108.0,-115463.3710075892,5829295413019722.0,82.485,484.7802669515685,-2.2737367544323206e-13
2,265502.15126021486,3401.887612499995,1975384821428572.0,-67199.99999999999,3539144915653075.0,82.485,375.7709079013435,0.0
2,304837.256484628,3391.7720468950865,1529065707889692.0,-84443.16662913121,3539144915653075.0,82.485,419.12990510348055,0.0
