particle,time,energy,r,potential,impact parameter,v0,v,energy error
0,152780.5412840577,27524.210688000006,1975384821428572.0,-67199.99999999999,2670530564842441.0,234.624,435.256730420105,1.4551915228366852e-11
0,175415.53176954575,27524.221193652687,1768016060724834.5,-74652.85144839078,2670530564842441.0,234.624,452.05546704368805,0.0
0,201403.9780680049,27524.26779490171,1551838651785859.0,-83416.84643505582,2670530564842441.0,234.624,471.0437649092864,0.0
0,231242.70680265783,27524.245115442987,1357187443114528.0,-92423.41877437956,2670530564842441.0,234.624,489.7911062684224,-1.4551915228366852e-11
0,265502.15126021486,27455.7507651341,1252641536682575.2,-97905.62833764096,2670530564842441.0,234.624,500.7222365798728,0.0
0,304837.256484628,27147.209868596823,1332703045967496.2,-93894.23981673288,2670530564842441.0,234.624,492.0192063026192,2.9103830456733704e-11
1,152780.5412840577,27524.210688000006,1975384821428572.0,-67199.99999999999,1443106638382669.5,234.624,435.256730420105,1.4551915228366852e-11
1,175415.53176954575,27524.226595499145,1684908522576379.2,-77888.31671794064,1443106638382669.5,234.624,459.15693028296937,0.0
1,201403.9780680049,27524.28138729249,1342002923487412.5,-93179.4416909395,1443106638382669.5,234.624,491.3323174354237,0.0
1,231242.70680265783,27407.732686331143,949921243800759.2,-116852.0245512736,1443106638382669.5,234.624,537.1401255493854,-3.2741809263825417e-11
1,265502.15126021486,25226.06599118389,592555905511982.1,-158186.91829589923,1443106638382669.5,234.624,605.6615957563813,0.0
1,304837.256484628,19771.409439629555,685522419356547.2,-148148.57178442585,1443106638382669.5,234.624,579.5170079023659,0.0
