particle,time,energy,r,potential,impact parameter,v0,v,energy error
0,4207.925521160947,16134.186978000012,1975384821428572.0,-67199.99999999999,3959834778311853.0,179.634,408.2503814523631,0.0
0,4831.344926110085,16134.18697655933,1971606569093868.5,-67328.65428545493,3959834778311853.0,179.634,408.565395651698,0.0
0,5547.126173613912,16134.186971351111,1967283805640261.2,-67476.15262006607,3959834778311853.0,179.634,408.9262515207777,0.0
0,6368.953005134941,16134.186960681924,1962340942248732.8,-67645.20727988475,3959834778311853.0,179.634,409.3394538535632,-2.9103830456733704e-11
0,7312.536457989145,16134.186942246231,1956692928609482.5,-67838.90140038969,3959834778311853.0,179.634,409.8123676577756,-1.8189894035458565e-12
0,8395.915216568235,16134.186912920486,1950244467146748.5,-68060.73100283735,3959834778311853.0,179.634,410.3533061052581,0.0
0,9639.800461683571,16134.18686848876,1942889340398335.2,-68314.64745105836,3959834778311853.0,179.634,410.9716153691082,2.9103830456733704e-11
0,11067.97181058933,16134.186803282326,1934509959386695.2,-68605.09760939388,3959834778311853.0,179.634,411.6777487615191,-2.9103830456733704e-11
0,12707.731916953566,16134.186709703004,1924977295556231.2,-68937.05713158294,3959834778311853.0,179.634,412.4833180658,-1.4551915228366852e-11
0,14590.428421461716,16134.18657759532,1914151439377032.0,-69316.04941561377,3959834778311853.0,179.634,413.401103029997,0.0
0,16752.05323129234,16134.18639342356,1901883147370011.2,-69748.13821152822,3959834778311853.0,179.634,414.44498936517925,1.8189894035458565e-12
0,19233.930585016875,16134.186139196623,1888016914461846.5,-70239.87472347223,3959834778311853.0,179.634,415.62978926604586,0.0
0,22083.507056806717,16134.18579107344,1872396367477189.5,-70798.16881978861,3959834778311853.0,179.634,416.9708733493553,0.0
0,25355.258602624624,16134.185317574767,1854873158256815.2,-71430.03634243534,3959834778311853.0,179.634,418.4835042388412,0.0
0,29111.731988593485,16134.184677318146,1835321099042752.0,-72142.14694652306,3959834778311853.0,179.634,420.1817026569368,-1.4551915228366852e-11
0,33424.74051075017,16134.183816223347,1813658108393040.8,-72940.05415943134,3959834778311853.0,179.634,422.0763863938722,3.055902197957039e-10
0,38376.73686501157,16134.182664187669,1789879725626870.0,-73826.92418613634,3959834778311853.0,179.634,424.1723867729346,0.0
0,44062.38941279583,16134.181131395291,1764109615308527.8,-74801.48385424666,3959834778311853.0,179.634,426.46374989122336,-1.8189894035458565e-12
0,50590.39197610749,16134.1791047562,1736674676045013.2,-75854.77511090096,3959834778311853.0,179.634,428.9264604000484,0.0
0,58085.54176031472,16134.176445643112,1708214916379893.8,-76965.14347842656,3959834778311853.0,179.634,431.5074041637517,0.0
0,66691.12512871357,16134.1729913444,1679840334269689.0,-78090.76108653557,3959834778311853.0,179.634,434.1081295665401,0.0
0,76571.65683823434,16134.168564788546,1653346238614890.2,-79159.0802318275,3959834778311853.0,179.634,436.5621348596693,0.0
0,87916.0251028354,16134.163000308195,1631489259530936.2,-80053.38681347606,3959834778311853.0,179.634,438.6058590894204,0.0
0,100941.10260943102,16134.156196824086,1618298550002850.5,-80598.92102539,3959834778311853.0,179.634,439.8478764805261,0.0
0,115895.8925189068,16134.148210780651,1619338028302710.2,-80555.77818945351,3959834778311853.0,179.634,439.7497615695412,0.0
0,133066.28871219646,16134.139392262572,1641747809180117.5,-79632.18713968011,3959834778311853.0,179.634,437.6444368021664,-2.9103830456733704e-11
0,152780.5412840577,16134.134243892491,1693830673432378.5,-77533.44231327706,3959834778311853.0,179.634,432.82231124832174,0.0
0,175415.53176954575,16134.160224549953,1784041674775015.2,-74046.48164940077,3959834778311853.0,179.634,424.6896322585488,1.4551915228366852e-11
0,201403.9780680049,16134.180216033536,1919574487374164.8,-69125.93087872281,3959834778311853.0,179.634,412.9409427381992,-2.9103830456733704e-11
0,231242.70680265783,16134.17800111582,2105254739791094.5,-63054.53562981763,3959834778311853.0,179.634,397.9666157630146,1.8189894035458565e-12
0,265502.15126021486,16134.178001115826,2344811091217390.0,-56612.60324859705,3959834778311853.0,179.634,381.4361840458057,0.0
0,304837.256484628,16134.178001115855,2641540674443415.0,-50253.195524982846,3959834778311853.0,179.634,364.3826931293491,0.0
1,133066.28871219646,16134.186978000012,1975384821428572.0,-67199.99999999999,4208132865068945.5,179.634,408.2503814523631,0.0
1,152780.5412840577,16134.18584932691,1895202563711496.8,-69984.61553040976,4208132865068945.5,179.634,415.01518376979095,0.0
1,175415.53176954575,16134.194368326733,1826434319028624.0,-72468.33931327198,4208132865068945.5,179.634,420.9573224962329,1.8189894035458565e-12
1,201403.9780680049,16134.221621141509,1783381843478071.8,-74071.30998277967,4208132865068945.5,179.634,424.74823508502345,1.8189894035458565e-12
1,231242.70680265783,16134.242702015748,1785903596405555.0,-73976.33403215847,4208132865068945.5,179.634,424.5246205679341,0.0
1,265502.15126021486,16134.24226532197,1856296347332243.2,-71378.47458663421,4208132865068945.5,179.634,418.36041125315904,0.0
1,304837.256484628,16134.250491478466,2012188700592343.2,-65970.88034582572,4208132865068945.5,179.634,405.2286535705593,0.0
2,175415.53176954575,16134.186978000012,1975384821428572.0,-67199.99999999999,2299653586927524.0,179.634,408.2503814523631,0.0
2,201403.9780680049,16134.208375839618,1684506621114902.0,-77904.30232237087,2299653586927524.0,179.634,433.67847698084,0.0
2,231242.70680265783,16134.197107656306,1348483469325089.8,-92855.78494877364,2299653586927524.0,179.634,466.883244626384,0.0
2,265502.15126021486,15853.29320732846,990872607396684.8,-114515.22870968592,2299653586927524.0,179.634,510.6241708282411,-1.8189894035458565e-12
2,304837.256484628,13637.526378596056,749900236992484.0,-139521.50122453232,2299653586927524.0,179.634,553.4600755305271,0.0
