particle,time,energy,r,potential,impact parameter,v0,v,energy error
0,115895.8925189068,25004.293937999988,1975384821428572.0,-67199.99999999999,1605068819536667.8,223.626,429.4282103867886,0.0
0,133066.28871219646,25004.291537021927,1762118743747662.8,-74877.39081443526,1605068819536667.8,223.626,446.9489508913903,-2.9103830456733704e-11
0,152780.5412840577,25004.29711791592,1512164465085027.8,-85157.34181382955,1605068819536667.8,223.626,469.3860648373479,0.0
0,175415.53176954575,25004.37822575589,1222528239483629.0,-99445.34774234529,1605068819536667.8,223.626,498.8982380568229,-3.637978807091713e-12
0,201403.9780680049,24950.96665594334,903614278217818.0,-119943.00377797594,1605068819536667.8,223.626,538.3195527452431,0.0
0,231242.70680265783,23639.538835763055,637018768309023.0,-147938.73762009022,1605068819536667.8,223.626,585.795657982975,-3.2741809263825417e-11
0,265502.15126021486,20306.63006540528,697135229159355.4,-142866.17763840145,1605068819536667.8,223.626,571.2666762621582,3.637978807091713e-12
0,304837.256484628,18384.02680188657,1116707824615131.4,-106608.32032581892,1605068819536667.8,223.626,499.984694021138,-3.637978807091713e-12
1,133066.28871219646,25004.293937999988,1975384821428572.0,-67199.99999999999,2588659223267819.0,223.626,429.4282103867886,0.0
1,152780.5412840577,25004.291218987302,1782621100809019.0,-74100.0294059657,2588659223267819.0,223.626,445.20629066749046,0.0
1,175415.53176954575,25004.326772137632,1572203816470774.0,-82540.76386136035,2588659223267819.0,223.626,463.7781595407399,-2.9103830456733704e-11
1,201403.9780680049,25004.387099076645,1359607167607943.5,-92303.65259077949,2588659223267819.0,223.626,484.3718399945565,0.0
1,231242.70680265783,24994.03108546599,1188108719539817.0,-101383.41101204652,2588659223267819.0,223.626,502.74733633807057,0.0
1,265502.15126021486,24758.13628069176,1145723566129947.8,-104089.19947109892,2588659223267819.0,223.626,507.6363575469958,0.0
1,304837.256484628,24318.462383807822,1316609295998575.8,-94744.33940106504,2588659223267819.0,223.626,487.9811508344823,-3.2741809263825417e-11
