particle,time,energy,r,potential,impact parameter,v0,v,energy error
0,8395.915216568235,237503.833632,1975384821428572.0,-67199.99999999999,1658642265187427.0,689.208,780.6456733140843,-2.9103830456733704e-11
0,9639.800461683571,237503.8336163316,1954923590798052.0,-67899.69450467356,1658642265187427.0,689.208,781.5414616269634,0.0
0,11067.97181058933,237503.8335593953,1931698514077021.5,-68702.83120866484,1658642265187427.0,689.208,782.5684184377237,0.0
0,12707.731916953566,237503.83344208845,1905400363847268.0,-69623.97732700314,1658642265187427.0,689.208,783.7446149978852,0.0
0,14590.428421461716,237503.8332381004,1875714675817632.8,-70679.17962090511,1658642265187427.0,689.208,785.0898201594586,2.9103830456733704e-11
0,16752.05323129234,237503.83291137248,1842339042072276.8,-71885.67363747017,1658642265187427.0,689.208,786.6250778469279,0.0
0,19233.930585016875,237503.8324127388,1805011885515762.8,-73261.17888128955,1658642265187427.0,689.208,788.3717540526529,2.9103830456733704e-11
0,22083.507056806717,237503.8316755597,1763559235077585.8,-74822.4463570156,1658642265187427.0,689.208,790.3496416556096,0.0
0,25355.258602624624,237503.8306102181,1717969702773565.5,-76582.4756809591,1658642265187427.0,689.208,792.5734114783024,0.0
0,29111.731988593485,237503.82909761005,1668513471993792.0,-78545.39779938287,1658642265187427.0,689.208,795.0461960125247,2.9103830456733704e-11
0,33424.74051075017,237503.82698241863,1615929143882368.0,-80697.34714057308,1658642265187427.0,689.208,797.7482988048195,-2.9103830456733704e-11
0,38376.73686501157,237503.824068576,1561712168181581.5,-82990.71160887243,1658642265187427.0,689.208,800.6179309476505,0.0
0,44062.38941279583,237503.82012273892,1508545531182654.0,-85318.31299941886,1658642265187427.0,689.208,803.519922742626,-2.9103830456733704e-11
0,50590.39197610749,237503.814898032,1460900606986678.5,-87474.96345284264,1658642265187427.0,689.208,806.1994521839798,2.9103830456733704e-11
0,58085.54176031472,237503.8081994953,1425761137130378.8,-89111.11286331587,1658642265187427.0,689.208,808.2263557479565,0.0
0,66691.12512871357,237503.8000171669,1413216872250150.2,-89704.98449790734,1658642265187427.0,689.208,808.960795731257,-2.9103830456733704e-11
0,76571.65683823434,237503.7907282949,1436333631317683.0,-88614.6562520597,1658642265187427.0,689.208,807.611846099789,0.0
0,87916.0251028354,237503.78128840827,1509584586261816.0,-85272.07550549287,1658642265187427.0,689.208,803.4623286675003,0.0
0,100941.10260943102,237503.77324204185,1645963554206702.0,-79459.83299203019,1658642265187427.0,689.208,796.1954612205121,2.9103830456733704e-11
0,115895.8925189068,237503.7684611077,1854483744295904.0,-71444.16011361111,1658642265187427.0,689.208,786.0635197930493,0.0
0,133066.28871219646,237503.81028059733,2139944232913642.5,-62032.392226997326,1658642265187427.0,689.208,773.997677654907,0.0
0,152780.5412840577,237503.81028059736,2505461292197976.0,-52982.60261029437,1658642265187427.0,689.208,762.2157344097427,0.0
0,175415.53176954575,237503.81028059736,2954776547565569.0,-44925.854074944815,1658642265187427.0,689.208,751.5712399440816,0.0
0,201403.9780680049,237503.81028059736,3493086061386898.5,-38002.459048287645,1658642265187427.0,689.208,742.3021882345289,0.0
0,231242.70680265783,237503.81028059736,4127671781117793.5,-32159.98437842162,1658642265187427.0,689.208,734.3892628014369,0.0
0,265502.15126021486,237503.8102805974,4868170162477267.0,-27268.12242989665,1658642265187427.0,689.208,727.6976469805218,0.0
0,304837.256484628,237503.8102805973,5726706946737766.0,-23180.138469564787,1658642265187427.0,689.208,722.0580984244441,0.0
1,231242.70680265783,237503.833632,1975384821428572.0,-67199.99999999999,903032990166978.0,689.208,780.6456733140842,2.9103830456733704e-11
1,265502.15126021486,237479.69746981445,1227870457847812.8,-99278.67780432022,903032990166978.0,689.208,820.6806629550067,0.0
1,304837.256484628,235486.7472041392,714279480892387.5,-144130.78572905972,903032990166978.0,689.208,871.3409584464613,0.0
2,265502.15126021486,237503.833632,1975384821428572.0,-67199.99999999999,1720755526444849.2,689.208,780.6456733140842,2.9103830456733704e-11
2,304837.256484628,237488.7056374521,1520238054792933.0,-84836.38745071428,1720755526444849.2,689.208,802.9011060998314,0.0
