particle,time,energy,r,potential,impact parameter,v0,v,energy error
0,58085.54176031472,452511.5304645,1975384821428572.0,-67199.99999999999,1543167925401660.0,951.327,1019.5209958254906,5.820766091346741e-11
0,66691.12512871357,452511.5294401597,1795922561057640.0,-73600.43802127741,1543167925401660.0,951.327,1025.77967172433,0.0
0,76571.65683823434,452511.5256396539,1620967455647720.0,-80488.17241052796,1543167925401660.0,951.327,1032.472467478123,0.0
0,87916.0251028354,452511.5179444846,1476739573783830.2,-86750.33636608007,1543167925401660.0,951.327,1038.519960627204,0.0
0,100941.10260943102,452511.5060589364,1409760668130111.5,-89869.56576058498,1543167925401660.0,951.327,1041.5191518349736,5.820766091346741e-11
0,115895.8925189068,452511.4923526021,1479536112954047.5,-86623.22045215097,1543167925401660.0,951.327,1038.3975277366112,-5.820766091346741e-11
0,133066.28871219646,452511.4822074592,1724812097421131.8,-76315.39803766509,1543167925401660.0,951.327,1028.422948251471,2.9103830456733704e-10
0,152780.5412840577,452512.2587776248,2143258373301209.2,-61936.47096105111,1543167925401660.0,951.327,1014.345828343249,0.0
0,175415.53176954575,452512.258777625,2715740174573395.0,-48880.17684565591,1543167925401660.0,951.327,1001.391467532334,1.1641532182693481e-10
0,201403.9780680049,452512.2587776249,3430639861594720.5,-38694.1985622162,1543167925401660.0,951.327,991.167450373388,-1.1641532182693481e-10
0,231242.70680265783,452512.2587776248,4287160545055655.0,-30963.58501271772,1543167925401660.0,951.327,983.3370162770672,0.0
0,265502.15126021486,452512.2587776248,5293045197807851.0,-25079.298407460712,1543167925401660.0,951.327,977.3346992561816,1.1641532182693481e-10
0,304837.256484628,452512.2587776249,6462339828295929.0,-20541.454570179125,1543167925401660.0,951.327,972.680536813402,1.1641532182693481e-10
1,87916.0251028354,452511.5304645,1975384821428572.0,-67199.99999999999,1968638078875996.5,951.327,1019.5209958254906,5.820766091346741e-11
1,100941.10260943102,452511.5292555798,1859590793277272.0,-71259.34982232952,1968638078875996.5,951.327,1023.494874513702,0.0
1,115895.8925189068,452511.5265153105,1832103970082340.8,-72260.0614967735,1968638078875996.5,951.327,1024.4721450699224,0.0
1,133066.28871219646,452511.52430426574,1944019222558810.5,-68275.58361760608,1968638078875996.5,951.327,1020.5754336861844,1.1641532182693481e-10
1,152780.5412840577,452511.6190223867,2229301755952976.8,-59545.93614145076,1968638078875996.5,951.327,1011.985726345819,0.0
1,175415.53176954575,452511.6190223866,2693903479267639.0,-49276.39799332681,1968638078875996.5,951.327,1001.7864213650666,0.0
1,201403.9780680049,452511.6190223866,3329252345041667.0,-39872.57385211472,1968638078875996.5,951.327,992.3549696298207,1.1641532182693481e-10
1,231242.70680265783,452511.6190223866,4128555052441343.0,-32153.104007055263,1968638078875996.5,951.327,984.5452991401075,0.0
1,265502.15126021486,452511.6190223867,5092983288686385.0,-26064.46015538344,1968638078875996.5,951.327,978.3415346163836,-1.1641532182693481e-10
1,304837.256484628,452511.6190223866,6231664271269924.0,-21301.83113554484,1968638078875996.5,951.327,973.4612988279828,-1.1641532182693481e-10
