particle,time,energy,r,potential,impact parameter,v0,v,energy error
0,66691.12512871357,551574.4977405001,1975384821428572.0,-67199.99999999999,1402558609584911.0,1050.309,1112.4517946774145,0.0
0,76571.65683823434,551574.4961049652,1731938186973995.0,-76038.31142014582,1402558609584911.0,1050.309,1120.3685175201158,0.0
0,87916.0251028354,551574.4898464363,1499477208530048.0,-85723.5259570118,1402558609584911.0,1050.309,1128.980084681256,2.3283064365386963e-10
0,100941.10260943102,551574.477002622,1329570834234200.8,-93805.06980113564,1402558609584911.0,1050.309,1136.1157923413948,0.0
0,115895.8925189068,551574.4594271685,1313536706001219.5,-94620.42499619431,1402558609584911.0,1050.309,1136.833219450736,2.3283064365386963e-10
0,133066.28871219646,551574.4529203004,1532479077623462.0,-84260.59284856118,1402558609584911.0,1050.309,1127.6835068128482,0.0
0,152780.5412840577,551574.5623903429,1983576750490552.0,-66922.47222960799,1402558609584911.0,1050.309,1112.2023508516345,-2.3283064365386963e-10
0,175415.53176954575,551574.5623903429,2621954124104877.0,-50628.597495129245,1402558609584911.0,1050.309,1097.4544727554508,0.0
0,201403.9780680049,551574.5623903428,3420837348141931.5,-38805.07796493232,1402558609584911.0,1050.309,1086.6274801929824,0.0
0,231242.70680265783,551574.5623903428,4374832749897296.0,-30343.07083010576,1402558609584911.0,1050.309,1078.811969919178,0.0
0,265502.15126021486,551574.5623903429,5491516364555445.0,-24172.89709938726,1402558609584911.0,1050.309,1073.0773126757738,0.0
0,304837.256484628,551574.5623903428,6786491707389285.0,-19560.30681588593,1402558609584911.0,1050.309,1068.7701990664118,0.0
1,304837.256484628,551574.4977405001,1975384821428572.0,-67199.99999999999,957787775679653.8,1050.309,1112.4517946774145,0.0
