particle,time,energy,r,potential,impact parameter,v0,v,energy error
0,22083.507056806717,939935.6675280002,1975384821428572.0,-67199.99999999999,937548840259465.0,1371.084,1419.2502721704866,0.0
0,25355.258602624624,939935.667257444,1846197532278432.0,-71745.08231091443,937548840259465.0,1371.084,1422.4491200520026,1.1641532182693481e-10
0,29111.731988593485,939935.6662186634,1700896225161589.8,-77253.66370918097,937548840259465.0,1371.084,1426.3164655348016,0.0
0,33424.74051075017,939935.6639211968,1539317178221976.5,-83961.33569257386,937548840259465.0,1371.084,1431.01153008197,1.1641532182693481e-10
0,38376.73686501157,939935.6595731348,1363418984039379.2,-92115.63246406904,937548840259465.0,1371.084,1436.6985014519948,1.1641532182693481e-10
0,44062.38941279583,939935.6519054034,1180259448845198.8,-101810.01635871852,937548840259465.0,1371.084,1443.4304058485964,0.0
0,50590.39197610749,939935.6390453462,1009086826495976.0,-112339.52860354692,937548840259465.0,1371.084,1450.7068398879858,0.0
0,58085.54176031472,939935.6191886252,895134562585519.6,-120391.95609818818,937548840259465.0,1371.084,1456.2469401079018,1.1641532182693481e-10
0,66691.12512871357,939935.5938950784,913942272144825.8,-118994.6604761913,937548840259465.0,1371.084,1455.2870880834955,-1.1641532182693481e-10
0,76571.65683823434,939935.570617836,1116641464818779.8,-105533.5580477281,937548840259465.0,1371.084,1446.0076961521083,1.1641532182693481e-10
0,87916.0251028354,939935.5558973288,1484667301744953.0,-86390.54329649925,937548840259465.0,1371.084,1432.7079948083126,1.1641532182693481e-10
0,100941.10260943102,939935.6679830996,1982574843762102.5,-66956.2919239425,937548840259465.0,1371.084,1419.0785460340396,1.1641532182693481e-10
0,115895.8925189068,939935.6679830994,2593265786866763.5,-51188.682884829264,937548840259465.0,1371.084,1407.9235425746162,0.0
0,133066.28871219646,939935.6679830996,3315751150481576.5,-40034.92842963203,937548840259465.0,1371.084,1399.9789972801243,4.656612873077393e-10
0,152780.5412840577,939935.6679830996,4157660512971698.5,-31928.01807310611,937548840259465.0,1371.084,1394.176234237412,1.1641532182693481e-10
0,175415.53176954575,939935.6679830996,5131786883072453.0,-25867.375833137423,937548840259465.0,1371.084,1389.8223223248624,1.1641532182693481e-10
0,201403.9780680049,939935.6679830992,6254851866888951.0,-21222.8623195237,937548840259465.0,1371.084,1386.4764911837651,3.4924596548080444e-10
0,231242.70680265783,939935.6679830994,7547146152552154.0,-17588.881587394524,937548840259465.0,1371.084,1383.852990436841,0.0
0,265502.15126021486,939935.6679830996,9032588552908306.0,-14696.325336025471,937548840259465.0,1371.084,1381.7611901621242,1.1641532182693481e-10
0,304837.256484628,939935.6679830992,1.0739014798688834e+16,-12361.083627169171,937548840259465.0,1371.084,1380.0701080816643,0.0
