particle,time,energy,r,potential,impact parameter,v0,v,energy error
0,44062.38941279583,637465.0201919997,1975384821428572.0,-67199.99999999999,1436570873086652.0,1129.128,1187.1520712966808,0.0
0,50590.39197610749,637465.0194647228,1805957587794507.2,-73225.98698614183,1436570873086652.0,1129.128,1192.2172674901708,0.0
0,58085.54176031472,637465.0167307911,1633312427132656.8,-79978.31827421207,1436570873086652.0,1129.128,1197.86755111323,-3.4924596548080444e-10
0,66691.12512871357,637465.0110073099,1474705828076300.8,-86842.9300871774,1436570873086652.0,1129.128,1203.5845970221517,-3.4924596548080444e-10
0,76571.65683823434,637465.0014784241,1363849441960779.2,-92094.46073785676,1436570873086652.0,1129.128,1207.9399506732782,0.0
0,87916.0251028354,637464.9887327253,1353671354142359.2,-92597.85376680765,1436570873086652.0,1129.128,1208.3566050628704,0.0
0,100941.10260943102,637464.9761803258,1496836591664894.5,-85841.98169963881,1436570873086652.0,1129.128,1202.752641136127,0.0
0,115895.8925189068,637464.9687740126,1811951048141657.2,-73003.35228890153,1436570873086652.0,1129.128,1192.0304703009183,0.0
0,133066.28871219646,637464.9762623133,2285506521977360.5,-58081.59317136918,1436570873086652.0,1129.128,1179.4461152877502,0.0
0,152780.5412840577,637464.9762623131,2901141018090519.0,-45756.43140827778,1436570873086652.0,1129.128,1168.9494494379053,0.0
0,175415.53176954575,637464.9762623131,3652862730782629.0,-36340.22677100683,1436570873086652.0,1129.128,1160.866230909763,2.3283064365386963e-10
0,201403.9780680049,637464.9762623132,4544244587277158.0,-29211.8651297199,1436570873086652.0,1129.128,1154.709349916275,0.0
0,231242.70680265783,637464.9762623131,5585948266491312.0,-23764.248014309185,1436570873086652.0,1129.128,1149.9819340116803,0.0
0,265502.15126021486,637464.9762623131,6794034090430751.0,-19538.591981304548,1436570873086652.0,1129.128,1146.30150330846,0.0
0,304837.256484628,637464.976262313,8189168506799970.0,-16209.93143440301,1436570873086652.0,1129.128,1143.3939895737742,0.0
1,304837.256484628,637465.020192,1975384821428572.0,-67199.99999999999,1193403213904435.8,1129.128,1187.152071296681,0.0
2,304837.256484628,637465.020192,1975384821428572.0,-67199.99999999999,1751667407960593.8,1129.128,1187.152071296681,0.0
