particle,time,energy,r,potential,impact parameter,v0,v,energy error
0,115895.8925189068,747388.8286605001,1975384821428572.0,-67199.99999999999,1017552267340040.4,1222.611,1276.3924386022506,0.0
0,133066.28871219646,747388.8240540016,1410078027324673.2,-89854.45928531056,1017552267340040.4,1222.611,1294.0195387545832,0.0
0,152780.5412840577,747388.8900419543,978093707725239.2,-114435.7562788246,1017552267340040.4,1222.611,1312.8782474553982,0.0
0,175415.53176954575,747388.8583028559,1160918512424610.0,-102920.22116953573,1017552267340040.4,1222.611,1304.077512629055,0.0
0,201403.9780680049,747388.9115699887,1960899119683187.2,-67694.60045546407,1017552267340040.4,1222.611,1276.779943471429,0.0
0,231242.70680265783,747388.9166987804,3051824399383362.0,-43497.21433081865,1017552267340040.4,1222.611,1257.6852794157996,0.0
0,265502.15126021486,747388.91669878,4353969284062045.0,-30488.469564065108,1017552267340040.4,1222.611,1247.2989908300617,0.0
0,304837.256484628,747388.9166987803,5867419143952330.0,-22624.233371298164,1017552267340040.4,1222.611,1240.9779611822914,0.0
1,231242.70680265783,747388.8286605001,1975384821428572.0,-67199.99999999999,701275072187456.5,1222.611,1276.3924386022506,0.0
1,265502.15126021486,747043.6044420688,800546277697954.4,-131054.4410971471,701275072187456.5,1222.611,1325.2154885445732,0.0
1,304837.256484628,744406.3597777392,1296935951320536.8,-95801.83387757886,701275072187456.5,1222.611,1296.308754622384,0.0
