particle,time,energy,r,potential,impact parameter,v0,v,energy error
0,33424.74051075017,1613418.6978,1975384821428572.0,-67199.99999999999,1720172928029917.0,1796.34,1833.3677742340733,0.0
0,38376.73686501157,1613418.6973593535,1841822360791630.5,-71904.52621724084,1720172928029917.0,1796.34,1835.9320377272109,0.0
0,44062.38941279583,1613418.6958779015,1733761446225937.5,-75967.59417993046,1720172928029917.0,1796.34,1838.1437865726568,-6.984919309616089e-10
0,50590.39197610749,1613418.6933312253,1680845887550340.8,-78050.54024751775,1720172928029917.0,1796.34,1839.2766151825797,-4.656612873077393e-10
0,58085.54176031472,1613418.6903056942,1721857370294047.8,-76430.58918183086,1720172928029917.0,1796.34,1838.395648105992,0.0
0,66691.12512871357,1613418.688230779,1892602816701849.2,-70076.85196004093,1720172928029917.0,1796.34,1834.936260577364,0.0
0,76571.65683823434,1613418.7515725747,2211482109993905.2,-60025.744454412896,1720172928029917.0,1796.34,1829.450461765493,0.0
0,87916.0251028354,1613418.7515725747,2679800156088894.0,-49535.731124719205,1720172928029917.0,1796.34,1823.707478022336,-9.313225746154785e-10
0,100941.10260943102,1613418.7515725747,3293476434883298.0,-40305.69600984674,1720172928029917.0,1796.34,1818.639297707174,0.0
0,115895.8925189068,1613418.7515725745,4051804043197188.0,-32762.161887585567,1720172928029917.0,1796.34,1814.4866565837071,2.3283064365386963e-10
0,133066.28871219646,1613418.7515725745,4960143292639145.0,-26762.505066536065,1720172928029917.0,1796.34,1811.1771070986465,-4.656612873077393e-10
0,152780.5412840577,1613418.7515725745,6029739994545710.0,-22015.18807114025,1720172928029917.0,1796.34,1808.5540852535844,0.0
0,175415.53176954575,1613418.7515725747,7277045898489274.0,-18241.72361308842,1720172928029917.0,1796.34,1806.4664265829367,9.313225746154785e-10
0,201403.9780680049,1613418.7515725747,8723285589010861.0,-15217.4153471745,1720172928029917.0,1796.34,1804.7914931757348,0.0
0,231242.70680265783,1613418.7515725747,1.0394358376394584e+16,-12770.952779679374,1720172928029917.0,1796.34,1803.4354462260376,4.656612873077393e-10
0,265502.15126021486,1613418.7515725745,1.2321015248496042e+16,-10773.93845577811,1720172928029917.0,1796.34,1802.327767099177,0.0
0,304837.256484628,1613418.7515725745,1.4539248897034056e+16,-9130.173156818271,1720172928029917.0,1796.34,1801.41551271737,4.656612873077393e-10
1,66691.12512871357,1613418.6978,1975384821428572.0,-67199.99999999999,1798135727412817.2,1796.34,1833.3677742340733,0.0
1,76571.65683823434,1613418.6964070168,1789271520297706.0,-73849.7724033773,1798135727412817.2,1796.34,1836.9912731476948,0.0
1,87916.0251028354,1613418.6931916636,1786031209387573.8,-73971.58295623562,1798135727412817.2,1796.34,1837.057580016424,-9.313225746154785e-10
1,100941.10260943102,1613418.694879561,2054637192786666.5,-64607.93198236583,1798135727412817.2,1796.34,1831.9533983493832,0.0
1,115895.8925189068,1613418.6948795617,2603377716720959.5,-50989.85796313791,1798135727412817.2,1796.34,1824.5046192557036,-4.656612873077393e-10
1,133066.28871219646,1613418.6948795617,3393045874964276.5,-39122.91931549485,1798135727412817.2,1796.34,1817.988786651368,0.0
1,152780.5412840577,1613418.6948795614,4394824004795005.5,-30205.045720867693,1798135727412817.2,1796.34,1813.0767995870608,-4.656612873077393e-10
1,175415.53176954575,1613418.6948795612,5601897136814342.0,-23696.590058326063,1798135727412817.2,1796.34,1809.4835091472305,-4.656612873077393e-10
1,201403.9780680049,1613418.6948795614,7023269391020809.0,-18900.864057658742,1798135727412817.2,1796.34,1806.8312366888167,6.984919309616089e-10
1,231242.70680265783,1613418.6948795617,8678389909957013.0,-15296.139189101905,1798135727412817.2,1796.34,1804.8350805924977,0.0
1,265502.15126021486,1613418.6948795617,1.059448177343011e+16,-12529.717152651412,1798135727412817.2,1796.34,1803.301645334032,-2.3283064365386963e-10
1,304837.256484628,1613418.6948795617,1.2805526431169246e+16,-10366.29463954644,1798135727412817.2,1796.34,1802.10154515172,-4.656612873077393e-10
2,115895.8925189068,1613418.6978000004,1975384821428572.0,-67199.99999999999,1232398788419508.5,1796.34,1833.3677742340733,4.656612873077393e-10
2,133066.28871219646,1613418.6958922353,1329856165611369.0,-93790.65706433302,1232398788419508.5,1796.34,1847.8145756306656,0.0
2,152780.5412840577,1613418.7698377222,1319320012434492.0,-94325.12883818233,1232398788419508.5,1796.34,1848.1038383575228,0.0
2,175415.53176954575,1613418.8189611405,2213002013386778.8,-59984.51840396011,1232398788419508.5,1796.34,1829.427963799122,0.0
2,201403.9780680049,1613418.8189611412,3558352003310978.5,-37305.43236770351,1232398788419508.5,1796.34,1816.9888559530816,4.656612873077393e-10
2,231242.70680265783,1613418.8189611412,5195410101519793.0,-25550.602821742286,1232398788419508.5,1796.34,1810.5078965764733,4.656612873077393e-10
2,265502.15126021486,1613418.8189611407,7110465687486579.0,-18669.081018647496,1232398788419508.5,1796.34,1806.7030193032767,0.0
2,304837.256484628,1613418.8189611407,9325942535720178.0,-14234.042242010122,1232398788419508.5,1796.34,1804.2465802673155,-4.656612873077393e-10
