particle,time,energy,r,potential,impact parameter,v0,v,energy error
0,14590.428421461716,138375.3485205,1975384821428572.0,-67199.99999999999,1324264903157192.0,526.071,641.2103375967982,0.0
0,16752.05323129234,138375.34847176698,1938923979605722.5,-68451.94053347566,1324264903157192.0,526.071,643.1598386174974,0.0
0,19233.930585016875,138375.3482926452,1897245542678734.8,-69912.20101581886,1324264903157192.0,526.071,645.4262921642782,0.0
0,22083.507056806717,138375.34791817446,1849663680970312.8,-71619.03511110655,1324264903157192.0,526.071,648.0654026088432,0.0
0,25355.258602624624,138375.34725550585,1795437870989987.0,-73618.56670113263,1324264903157192.0,526.071,651.143477210113,0.0
0,29111.731988593485,138375.34617168564,1733793839869782.0,-75966.33359711224,1324264903157192.0,526.071,654.7391538143994,0.0
0,33424.74051075017,138375.3444757056,1663968434894412.0,-78728.7028039612,1324264903157192.0,526.071,658.9446824729172,0.0
0,38376.73686501157,138375.34189196333,1585299237020738.8,-81983.35367743393,1324264903157192.0,526.071,663.8654917517513,0.0
0,44062.38941279583,138375.33802111552,1497399188796403.8,-85816.68490495841,1324264903157192.0,526.071,669.6148488886338,0.0
0,50590.39197610749,138375.33228355483,1400495786161182.8,-90312.61104440372,1324264903157192.0,526.071,676.2957094762003,0.0
0,58085.54176031472,138375.3238435387,1296092992708550.0,-95518.74996361411,1324264903157192.0,526.071,683.950398504384,0.0
0,66691.12512871357,138375.3115300534,1188258745862234.2,-101356.13477284712,1324264903157192.0,526.071,692.4325906583261,0.0
0,76571.65683823434,138375.2938414041,1086022236525648.0,-107401.9820311406,1324264903157192.0,526.071,701.1095148014249,0.0
0,87916.0251028354,138375.26940580166,1007122917503641.2,-112470.52921571632,1324264903157192.0,526.071,708.3019110824395,0.0
0,100941.10260943102,138375.27593494664,980783094723702.0,-114251.43840483284,1324264903157192.0,526.071,710.8118096089562,0.0
0,115895.8925189068,138375.32419747373,1041113663809531.6,-110239.89798817955,1324264903157192.0,526.071,705.1456901742409,0.0
0,133066.28871219646,138375.38637410896,1208042013666801.0,-100246.5522239132,1324264903157192.0,526.071,690.8283992396696,0.0
0,152780.5412840577,138375.4437775502,1478626746589841.2,-86664.52166046636,1324264903157192.0,526.071,670.879967562032,0.0
0,175415.53176954575,138375.48459845397,1839948072555876.5,-71972.95692583136,1324264903157192.0,526.071,648.6115039440564,0.0
0,201403.9780680049,138375.6093860097,2281856808604004.0,-58174.49171195424,1324264903157192.0,526.071,626.977034823388,0.0
0,231242.70680265783,138375.6093860097,2802439063264721.0,-47367.97375546028,1324264903157192.0,526.071,609.4974702842826,0.0
0,265502.15126021486,138375.60938600966,3406044112009128.5,-38973.617379751726,1324264903157192.0,526.071,595.5656584554912,0.0
0,304837.256484628,138375.6093860097,4100452726118281.5,-32373.46431394288,1324264903157192.0,526.071,584.3784282465474,0.0
