particle_id,x,y,vx,vy,time,energy,faug
0,-46350061997772.055,241795047235.34152,998.0513800116288,-0.3646759149928067,2538565384109.942,2859.302764566324,1.2989680531568493
0,-379012880674792.7,-6895928216754.43,-542.663700946951,-9.281343663047243,3123117714735.799,-31600.567967284063,1.3106995676464024
1,-74224978861454.3,268036664214.10263,902.3649564885644,-0.0187774956568816,3123117714735.799,3767.353126367845,1.3106995676464024
0,-732507097089775.1,-12910142357168.902,-451.4654120744764,-7.650521929657681,3842274192010.384,-31877.580191483517,1.3239301924910387
1,-443610052636688.5,-6740610757724.864,-522.0987595809223,-7.391156630277198,3842274192010.384,-32317.885228425323,1.3239301924910387
0,-1101066421150645.0,-19137637284740.707,-386.0863500348297,-6.506745878931494,4727029947328.75,-31877.311316042047,1.3390090493417333
1,-857456369228473.2,-12559880048768.986,-425.4472599476832,-5.951432167900663,4727029947328.75,-32716.392583017485,1.3390090493417333
0,-1488929220277099.0,-25658981821228.902,-329.41875998896336,-5.526205499072059,5815517322893.456,-31877.060775107733,1.356410824999185
1,-1280547600049884.2,-18455551445507.812,-356.52969260924027,-4.950600001070844,5815517322893.456,-32716.20474678263,1.356410824999185
0,-1892973335471275.2,-32421517751053.99,-276.1495352945538,-4.611140456989253,7154649348474.241,-31876.960443864984,1.3768003902024597
1,-1715713498963686.2,-24478037778597.2,-296.3188396955956,-4.087413558960761,7154649348474.241,-32716.06051603666,1.3768003902024597
0,-2304597696608437.5,-39277475418430.36,-226.61197476783295,-3.7647894692986297,8802141659541.008,-31876.880537856217,1.4011439211861132
1,-2155239659513590.5,-30519677875721.05,-240.12767310659592,-3.288797172671163,8802141659541.008,-32716.108478731658,1.4011439211861132
2,-458864347785161.3,228169073472.37704,625.7051604608323,0.1064433330250106,8802141659541.008,6602.484573221795,1.4011439211861132
0,-2718297639072217.0,-46131954552485.99,-183.95025481588735,-3.0392417471253412,10829000000000.014,-31876.88053785622,1.430910853584351
1,-2590511836994818.5,-36458813649030.72,-192.30376103817073,-2.61365100030973,10829000000000.014,-32716.108478731658,1.430910853584351
2,-913226797239574.4,-3026549809063.507,-422.4019380145314,-1.1900777449996245,10829000000000.014,-35179.90134373352,1.430910853584351
